uid,ds,seq
38,2020-01-10,"75,52,37,17,28,72,91,69,4,18,33,88,100,58,67,89,8,22,61,65,27,37,42"
39,2020-01-01,"85,39,54,80,76,94,11,27,53,93,81,92,75,89,44,88,55,7,14,21,94,92,45,44,89,67,38,73,45,45,88,79,83,38,50,84,4,85,73,10,93,41,42,63,26,45,99,91,66,14,13,53,8,64,55,43,38,93,69"
39,2020-01-02,"53,91,62,45,78"
39,2020-01-03,"20,39,26,34"
39,2020-01-04,"15,66,34,10,19,31,33,51,21,74,98,77,72,98,63,90,47,22,60,6,51,7,69,45,11,73,23,79,70,99,71,64,15,42,45,61,14,62,8,8,41,68,45,16,27,6,28,92,35,68,80,72,64,73,49,98,76,36,11,66,82,90,79,52,40"
39,2020-01-05,"82,68,41,77,83,25,48,88,82,16,90,17,2,18,86,95,22,47,71,59,79,33,73,66,70,56,87,97,50,24,40,94,73,16,68,78,24,17,52"
39,2020-01-06,"42,76,18,61,56,18,3,98,22,1,53,54,42,47,23,20,97,59,82,21,90,92,73,82,2,39,67,32,82,52,48,20,38,21,58,5,54,54,91,68,33,35,19,38,54,11,59,45,31,56,52,27,42,25,42,70,80,41,6,19,30,87,95,55,10,81,17,7,20,76,55,49,61,21,19,87,63,19,99,4,80,25,71"
39,2020-01-07,"100,65,9,16,24,70,68,34,47,10,90,35,99,98,4,23,24,70,63,88,71,13,82,15,21,65,90,16,23,82,88,48,78,69,6,73,97,51,31,92,26,82,36,88,93,30,96,4,37,88,86,18,33,45,66"
39,2020-01-08,"23,77,37,92,7,20,25,12,82,17,26,72,68,77,49,7,77,54,24,57,64,67,23,60,30,44,36,56,30,78,84,51,65,66,4,76,37,23,18,98,94,14,83,31,23,18,22,35,26"
39,2020-01-09,"78,26,17,31,32,15,18,17,23,96,55,37,56,2,79,23,14"
39,2020-01-10,"30,33,74,98,19,69,52,78,73,98,8,30,26,40,32,9,52,40,95,12,73,51,8,7,67,59,30,78,58,31,99,25,20,43,51,45,97,98,72,19,82,1,88,58,78,84,84,70,2,56,1,18,64,16,47,21,92,46,75,12,4,82,31,10,78,91,7,37,75,7,77,99,25,57,5,21,82,9,67,19,61,29,46"
40,2020-01-01,"47,86,21,47,84,31,72,42,57,100,70,14,2,6,83,17,40,34,61,26,49,31,7,25,94,57,4,34,59,43,19,61,81,33,14,8,44,34,78,21,85,56,3,73,65,86,75,6,4,82,69,86,44,75,28,59,23,89,39,76,5,26,54,62,26,88,95,98,23,11,22,44,77,3,34,77,22,66,40,36,56,80,33,14,15"
40,2020-01-02,"55,4,66,44,15,26,62,63,75,83,21,62,58,61,79,66,59,84,55,37,9,85,26,34,86,31,2,30,37,32,24,14,50,94,50,11,47,45,78,87,53,59,25,72"
40,2020-01-03,"77,44,64,48,48,27,23,95,76,48,78,24,5,98,66,51,40,54,35,49,49,88"
40,2020-01-04,"99,36,79,8,74,54,76,80,92,21,44,13,27,64,47,96,67,70,4"
40,2020-01-05,"12,90,52,12,24,18,23,79,83,79,51,20,88,77,4,83,8,1,20,68,73,14,70,62,78,77,22,10,87,29,42,22,18,5,95,91,86,1,99,68,63"
40,2020-01-06,"93,45,86,7,7,32,14,94,34,94,40,16,6,19,95,41,59,62,76,31,35,86,88,34"
40,2020-01-07,"26,61,63,1,82,55,12,98,78,20,25,56,26,4,100,5,88,22,78,79,37,87,6,82,54,93,69,27,66,72,85,80,26,96,89,85,8,64,85,99,56,30,73,73,79,70"
40,2020-01-08,"85,80,59,62,75,19,86,52,81,82,9,62,78,53,5,26,77,41,18,74,59,51,85,41,50,53,78,69,66,39,19,65,72,9,33,40,74,20,72,1,18,34,35,24,47,10,96,54,84,11,93,79,39,74"
40,2020-01-09,"68,25,32,56,75,60,17,29,68,99,16"
40,2020-01-10,"95,6,69,85,95,82,17,87,3,28,56,9,68,57,6,42,67,60,22,95,14,17,50,27,91"
41,2020-01-01,"57,67,97,66,19,100,49,17,8,18,27,30,38,54,17,60,42,20,100,68,47,8,75,86,65,23,8,40,24,72,70,67,16,47,77,19,44,79,89,8,72,90,32,84,59,93,53,1,21,26,2,82"
41,2020-01-02,"24,44,50,91,67,38,29,4,52,80,50,56,18,43,22,51,69,47,77,88,24,42,51,16,2,8,76,74,88,20,36,5,81,78,94,68,98,66,99,22,85,53,98,78,68,76,18,4,6,31,90,47,49,57,41,31,34,1,79,63,69,43,30,17,56"
41,2020-01-03,"28,4,71,80,10,73,52,12,79,90,67,74,67,23,31,86,59,67,77,27,81,16,7,28,100"
41,2020-01-04,
41,2020-01-05,"60,86,84,10,63,36,37,44,48,32,100,65,100,6,10,46,95,24,67,40,17,96,33,48,51,61,96,68,58,26,84,4,43,34,11,58,19,7,23,21,39,68,52,29,47,91,74,96,74,87,88,95,85,11,87,77,86,73,15,89,90,20,72,14,74,18,18,60,34,99,64,36,26,63,21,65,96,27,96,75,81,67"
41,2020-01-06,"44,93,63,40,6,68,31,32,60,70,73,9,78,81,57,89,19,13,36,77,54,69,99,50,100,54,28,34,83,71,25,12,93,25,77,36,5,21,10,90,4,78,90,61,65,83,98,88,92,2,52,89,18,58,95,27,70,87,18,57,24,26,91,84,79,15,4,81,3,62,17,59,82,19,93,80,22,17,35,87,31,63,46,48,2,65,53,94,78,63"
41,2020-01-07,"7,13,73,3,64,17,9,20,93,29,37,18,78,12,20,37,68,11"
41,2020-01-08,"49,9,83,51,60,89,80,66,80,90,100,3"
41,2020-01-09,"77,59,98,4,32,12,98,46,32,43,74,71,8,74,27,29,86,59,88,98,45,83,95,99,16,29,24,39,95,92,56,62,93,29,23,39,34,47,56,46,72,72,68,81,93,13,25,24,54,33,54,55,87,73,93,91"
41,2020-01-10,"42,51,31,99,38,66,51,84,11,76,67,45,90,96,28,97,62,100,20,88,9,7,12,63,83,27,21,77,49,53,18,44,32,5,89,68,63,1,83,4,31,63,44,71,27,57,25,98,6,98,68,68,65,53,6,40,22,47,44,61,60,91,77,97,70,53,37,22,17,17,16,100,70,89,65,42,53,23,28,91,19,68,78,29,88,25,13,3,3,42,40,45,25"
42,2020-01-01,"48,71,5,61"
42,2020-01-02,"76,39,30,65,58,5,37,18,43,10,14,23,89,65,67,25,90,67,72,74,47,92,59,18,77,93,23"
42,2020-01-03,"9,96,55,20,62,58,74,6,55,99,61,79,21,31,33,59,10,29,50,82,23,52,19,29,83,33,69,6,94,97,65,99,32,15"
42,2020-01-04,"4,5,8,19,58,13,59,23,89,43,95,53,77,77,44,85,22,22,81,31,84,15,79,64,52,65,66,50,42,69,26,27,51,55,82,45,28,55,100,87,37,57,3,71,20,89,13,51,57,99,17,2,96,10,87,87,64,98,16,26,89,16,55,48,38,28,40,83,4,34,42,31,25,62,4,48,54,75"
42,2020-01-05,"82,39,64,37,89,51,47,100,28,74,25,12,25,36,54,84,48,43,32,84,88,32,39,2,14,82,48,21,99,82,86,27,82,69,1,3,29,75,74,33,53,28,73,15,9,67,44,22,4,94,55,32,7,37,9,97,86,71,18,57,36,19,49,68,3,8,8"
42,2020-01-06,"11,50,83,73,90,54,80,14,31,33,43,30,42,58,65,80,42,57,62,99,22,24,65,98,62,75,4,66,58,89,4,69,64,50,81,57,1,12,84,50,25,92,9,56,40,34,46,87,82,57,43,78,32,59,95,20,6,85,64,13,65,84,31,13,94,11"
42,2020-01-07,"34,81,2,30,8,25,26,95,10,94,61,58,81,37,91,92,43,84,46,16,49,8,23,50,53,52,99,33,77,8,85,31,41,55,32,14,69,7,53,50,36,37,81,41,75,91,50,62,36,41,83,70"
42,2020-01-08,"78,66,76,28,43,4,25,62,44,47,53,23,13,87,13,1,75,58,26,11,95,55,94,39,88,17"
42,2020-01-09,"79,47,21,28,17,21,77,72,12,72,91,21,43,83,58,56,85,11,89,40,21,59,63,17,29,72,22,5,76,51,31,69,14,44,52,63,70,34,94,32,4,22,39,25,77,13,12,74,29,9,77,80,92,59,33,36,52,25,71,17,13,93,63,2,19,9,98,33,99,28,5,26,64,18,42,20,23,31,3,6,59,57,72,65"
42,2020-01-10,"76,41,68,14,89,67,98,46,14,84,62,26,43,3,94,80,85,49,28,25,18,66,40,14,20,62,3,72,25,10,79,41,69"
43,2020-01-01,77
43,2020-01-02,"45,45,88,1,93,15,32,67,3,81,77,55,30,90,74,31,9,41,15,28,21,5,71,31,8,63,7,3,64,91,97,1,78,86,28,56,84,14,37,36,40,78,28,58,18,72,34,58,20,35,28,14,95,24,38,45,11,4,20,69,27,91,57,24,75,64,85,17,57,69,9,86,19,67,75,34,6,19,81,85,14,12,44,72,43"
43,2020-01-03,"84,24,95,61,1,76,2,90,78,39,72,28,33,80,74,13,21"
43,2020-01-04,"73,98,67,49,74,52,42,48,82,10,35,35,44,1,54,38,30,93,29,35,47,41,54,99,19,45,41,13,45,73,45,90,23,17,44,75,50,18,1,63,27,59,32,18,96,41,77,70,49,26,28,48,27,45,59,22"
43,2020-01-05,"23,43,32,53,13,91,88,5,91,61,2,46,9,37,48,7,54,88,76,89,98,95,99,13,47,86,95,78,13,43,56,77,70,90,74,40,67"
43,2020-01-06,83
43,2020-01-07,"31,87,54,89,53,67,55,60,29,39,59,69,62,70,98,87,13,64"
43,2020-01-08,"1,36,30,51,72,79,50,94,4,88,35,68,7,49,31,86,34,55,52,55,74,99,75,62,65,20,47,96,64,33,94,63,64,89,89,99,66,43,98,33,43,30,40,47,61,48,32"
43,2020-01-09,"14,58,5,79,30,49,78,63,76,67,30,77,17,95,89,5,14,18,61,27,82,95,25,62,23,85,37,26,40,84,7,72,33,73,53,8,24,20,79,9,93,25,94,25,64,28,2,6,32,36,83"
43,2020-01-10,"37,72,85,19,17,94,9,84,70,60,20,69,20,7,9,32,25,69,53,75,86,22,45,81,82,27,2,85,16,75,18,70,63,96,65,28,85,77,61,50,81,2,78,19,84,93,38,68,84,70,97,15,27,3,12,35,4,73,30,1,85,38,61,61,46,94,26,21,86,25,81,100,48,52,74,59,37,88,66,83,50,93,49,73,96,60,30,31,73,91,31,51,51,33"
44,2020-01-01,"55,6,33,57,26,93,35,62,55,36,85,72,79,13,96,36,10,47,43,22,88,78,20,80,88,21,15,89,41,7,8,16,11,40,68"
44,2020-01-02,"32,14,42,65,19,27,61,31,19,97,37,68,3,15,25,65,29,28,84,73,42,77,64,4,86,45,75,24,88,8,57,45,34,69,76,65,87,49,4,55,43,39,43,8,91,88,47,34,95,42,66,85,96,36,13,23,40,35,19,10,79,47,56,16,38,66,85,5,82,75,40,11,63,8,46,20,11,87,2"
44,2020-01-03,"64,6,84,97,50,16,16,29,65,98,29,84,44,30,2,78,67,8,21,66,68,13,14,75,75,45,67,19,26,95,3,3,43,20,95,73,75,10,44,65,88,94,85,11"
44,2020-01-04,"71,78,16,90,33,8,77,46,40,64,45,11,6,62,74,91,94,48,73,20,68,1,40,9,12,65,60,50,38,71,82,48,92,73,67,4,34,97,3,2,76,48,45,36,33"
44,2020-01-05,"25,90,14,42,10,51,25,17,33,43,46,66,47,14,42,64,39,65,57,49,4,35,26,60,52,50,15,45,42,75,85,53,55,77,84,70,56,23,62,71,61,80,94,4,92,10,31,51,58,14,66,7,94,24,82,64,84,44,24,48"
44,2020-01-06,"4,98,36,99,31,74,64,39,73,50,11,15,9,34,33,90,83,77,61,53,86,19,51,29,64,17,83,54,66,62,46,51,53,64,3,27,9,39,79,14,53,60,87,11,84,86,24"
44,2020-01-07,"13,72,40,48,89,11,16,80,69,53,87,44,18,64,82,91,86,26,28,7,46,96,61,91,84,73,60,76,21,30,12,11,29,53,19,72,91,87,59,6,10,20,63,93,90,65,70,25,48,86,65,45,79,93,62,27,81,57,95,100,13,30,35,65,74,58,19,4,29,86,34,78,77"
44,2020-01-08,71
44,2020-01-09,"38,61,25,19,70,96,55,3,19,5,49,76,44,18,72,76,83,21,46,55,21,86,96,3,94,74,82,45,51,12,30,42,24,98,41,81,11,82,28,47,55,77,38,56,29,99,50,21,11,69,94,24,71,13,56,36,35,44,13,48"
44,2020-01-10,"50,48,79,4,33,61,28,98,58,43,15,29,50,8,14,97,62,69,66,17,95,56,5,36,9,78,44,30,94,33,69,86,50,93,86,23,100,42,69,97,95,31,63,14,53,10,16,26,78,50,91,5,71,39,11,42,5,64,94,55,91,77,12,52,62,40,48,35,31,10,63,76,18,31,85,40,35,12,14"
45,2020-01-01,"29,50,51,65,25,76,56,17,42,13,41,25,9,63,25,95,41,26,73,2,26,46,51,10,63,9,74,72,62,42,99,95,52,81,81,5,61,36,56,7,29,73,79,89,6,25,66,87,9,7,18"
45,2020-01-02,"71,92,89,70,62,53,9,7,63,7,17,35,96,16,33,1,18,22,40,11,14,8,47,35,65,4,55,46,89,100,84,88,28,77,93,59,99,73,4,32,38,58,19,56,48,62,85,93,92,70,5,83,31,80,67,75,49,81,35,74,13,63,42,23,20,17,1,100,87,91,99,100,17,30,4,93,62,59,65,30,75,25,52,19,37,54,9,50,57,37,42,100,82,10,74,65"
45,2020-01-03,"7,80,35,41,27,41,59,85,73,62,23,45,6,2,13,53,42,57,100,2,11,1,28,72,63,60,86,89,23,1,34,47,94,27,60,27,84,16,60,22,18,11,88,87,8,91,69,79,55,88,17,39,22,23,39,74,50,84,13,6,2,81,45,50,44,95,95,87,19,22,53,60,32,13,36,66,97"
45,2020-01-04,"75,47,93,65,48,46,38,72,15,12,8,90,89,74,96,89,87,42,37,39,95,69,88,36,47,14,20,21,65,58,82,36,58,83,1,61,86,15,23,86,77,52,96,27,30,53,12,80,93,43,51,75,67,13,74,77,7,28,48,68,76,62,66,57,58,70,49,9,29,78,58,3,72,26,23,20,61"
45,2020-01-05,"10,82,59,15,14,73,19,26,51,79,88,20,71,14,64,69,56,8,36,76,92,92,46,64,82,22,42,89,1,66,2,14,99,3,96,59,93,45,75,67,77,82,62,63,19,46,4,71,51,100,76,56,98,80,77,24,33,77,85,88,37,12,16,21,61,37,10,87,23,67,73,15,64,81,55,17,34,29,6,19,2,18,47,30,93,40"
45,2020-01-06,"51,72,52,19,66,87,95,10,39,8,64,14,97,98,99,11,89,33,89,34,2,87,73,56,18,99,75,48,98,18,67,41,37,59,44,99,48"
45,2020-01-07,"37,17,10,53,40,31,83,83,96,33,51,59,33,24,49,66,54,49,63,17,92,43,82,28,23,84,61,19,69,36,90,87,88,90,37,44,46,88,44,89,35,69,74,5,40"
45,2020-01-08,"11,34,82,52,40,88,9,72"
45,2020-01-09,"52,50,74,24,100,99,13,63,63,26,26,52,39,31,42,62,81,21,4,19,81,62,48,26,95,35,82,33,46,48,40,4,69,31,3,20,67,74,65,23,11,81,10,36,85,36,55,39,16,95,45,11,42,99,60,60,70,76,32,7,79,50,21,81,20,20,23,98,32,9,8,19,58,55,29,57,38,53,84,72,22,14,26,68,96,100,95,75,80"
45,2020-01-10,"26,34,50,89,90,46,68,43,99,17,31,20,57,27,37"
46,2020-01-01,"13,97,37,26,53,47,14,38,40,52,30,7,23,23,67,91,58,34,31,44,89,10,84,12,46,6,15,18,59,9,33,26,45,100,56,49,23,33,69,91,54,98,37,17,99,4,30,29,97,26,21,22,22,60,62,90,68,6,1,58,12,82,94,29,2,84,86,91,62,33,1,91,5,19,20,6,2,3,88,22,34,34,40,53,28,98,29,74,76,28,84,58,95,54,61,7,67,23"
46,2020-01-02,"30,85,63,18,79,80,51,41,6,60,98,65,7,95,71,3,11,11,36,16,92,74,57,82,78,28,7,63,98,99,76,5,63,54,94,63,82,59,70,7,40,24,62,17,24,99,38,56,56"
46,2020-01-03,"100,13,62,24,60,41,56,2,36,53,40,92,65,2,34,50,5,31,60,81,61,38,89,40,71,89,20,18,91"
46,2020-01-04,"63,18,36,27,6,65,91,79,30,33,3,94,59,31,64,39,11,94,64,5,46,71,52,100,41,84,49,68,98,80,94,100,86,17,38,40,59,55,20,85,75,47,50,25,48,87,17,50,61,100"
46,2020-01-05,"65,33,15,18,81,95,72,2,53,64,70,14,40,22,32,11,77,35,40,32,52,58,69,100,17,15,64,42,1,83,38,85,38,13,4,6,22,86,92,20,13,7,39,50,99,84,59,56,81,12,59"
46,2020-01-06,"15,88,63,98,88,24,16,65,93,91,97,32,65,62,67,11,9,66,63,66,89,62"
46,2020-01-07,"30,100,46,48,15,38,98,91,35,72,61,72,81,38,13,21,76,17,78,29,53,88,21,47,93,96,73,51,80,74,46,55,45,29,100,73,29,9"
46,2020-01-08,"74,51,89,4,6,77,80,97,82,24,51,7,76,61,57,70,49,61,58,60,64,40,59,25,100,51,58,5,20,57,60,17,86,100,29,48,19,69,86,38"
46,2020-01-09,"61,48,33,17,27,8,5,46,96,52,14,8,72,72,1,58,91,77,80,83,11,52,26,59,44,44,8,81,95,62,48,15,17,79,19,88,30,43,38,45,10,86,38,13,77,69,99,22,37,55,13,27,66,49,55,68,79,97,89,82,75,90,7,70,49,70,56,19,14,6,44,79,33,29,88,1,39,6,70,26,5,50,10,99,7,4,35,13,60,73,74"
46,2020-01-10,"64,32,41,95,9,91,98,38,67,80,80,41,29,18,21,19,19,94,2,57,89,85,93,99,69,50,85,95,85,87,94,63,53,97,78,81,4,100,59,84,35,33,81,61,3,55,29,76,34,30,9,34,75,33,38,62,86,40,87,98,30,37,36,61,85,88,85,64,27,65,82,67,15,24,29,67,45,84,46,95,42,25"
47,2020-01-01,"51,32,4,64,17,38,22,89,54,40,26,51,73,10,48,18,30,60,20"
47,2020-01-02,"73,51,67,88,43,74,97,32,81,90,10,17"
47,2020-01-03,"63,80,60,7,35,80,89,17,27,38,94,17,98,8,29,60,45,59,78,98,82,33,24,7,63,94,40,78,4,90,92,56,25,21,4,78,26,29,64,93,26,57,38,56,78,50,73,53"
47,2020-01-04,"12,41,46,41,64,47,15,69,30,56,59,16,79,98,88,97,73,2,56,3,77,41,72,16,18"
47,2020-01-05,"31,55,54,42,34,58,67,14,96,30,6,41,58,52,73,92,39,38,70,83,14,89,99,15,47,76,53,82,92,43,47,95,77,97,91,95,41,61,52,57,33,82,5,27,21,49,94,91,61,38,65,23,19,59,65,33,51,84,82,24,91,13,88,13,51,34,21,7,18,76,64,69,60,52,76,39,95,60,31,19,66,30,31,43,42,38,75,39,67,62,35"
47,2020-01-06,"82,91,68,38,94,16,62,90,55,33,89,90,53,72,75,57,91,58,50,54,28,11,10,37,23,47,71,96,64,21,30,4,17,55,11,29,48"
47,2020-01-07,"16,4,92,28,56,70,37"
47,2020-01-08,"43,11,93,40,33,81,23,13,43,56,85,47,8,41,95,63,84,11,76,89,33,53,34,72,53,42,90,69,13,49,83,60,36,23,42,99,75,35,86,86,82,68,54,58,17"
47,2020-01-09,"88,74,25,91,69,87,21,16,83"
47,2020-01-10,"100,37,93,50,63,83,56,34,9,30,9,55,11,61,80,42,46,85,67,31,36,3,34,48,57,56"
48,2020-01-01,"91,63,94,16,52,67,9,48,54,72"
48,2020-01-02,"87,72,49,28,77,11,13,99,63,78,69,52,41,97,25,87,90,26,69,37,7,95,51,82,10,17,89,92,28,46,75,80,74,9,64,28,94,98,57"
48,2020-01-03,"14,85,25,51,27,70,77,75,15,20,16,28,32,60,76,23,22,39,38,97,34,76,50,45,92,97,47,89,52,95,95,30,78,3"
48,2020-01-04,"45,5,16,25,47,54,22,47,49,72,14,67,39,57"
48,2020-01-05,"67,87"
48,2020-01-06,"22,34,16,74,21,49,12,14,23,61,73,5,79,73,84,35,2,82,60,44,39,99,42,28,13,95,52,4,9,19,16,84,37,36"
48,2020-01-07,"39,67,58,98,62,35,11,40,96,82,28,7,27,61,35,18,10,82,42,24,1,18,28,39,58,64,57,44,25,52,69,39,92,61,54,97,30,4,76,28,48,88,99,97,33,74,36,41,11,71,13,43,75,28,7,36,87,73,56,64,68,84,30,64,38,38,17,38,37,51,81,5,32,68,3,94,45,53,40,63,16,61"
48,2020-01-08,"95,27,38,96,85,69,48,59,91,28,98,68,52,12,91,60,65,72,44,93,42,56,56,6,32,36,34"
48,2020-01-09,"30,100,34,91,70,51,81,37,71,26,81,79,22,34,85,16,31,94,60,91,52,94,69,12,52,48,59,49,50,57,45,36,100,63,79,82,2,70,98,8,23,50,96,87,86,53,22,56,65,6,71,83,83,58,55,32"
48,2020-01-10,"43,1,44,24,51"
49,2020-01-01,"44,14,97,9,58,66,100,23,60,45,45,38,81,49,93,74,8,88,51,63,2,29,64,90,64,39,71,28,21,37,59,98,47,44,3,61,11,36,48,70,97,95,95,61,22,41,68,50,68,39,43,23,29,57"
49,2020-01-02,"33,33,88,6,10,88,2,39,74,95,96,2,3,55,39,30,60,3,3,63,3,38,24,66,50,93,66,6,82,43,80,14"
49,2020-01-03,"91,13,47,34,45,37,4,8,60,26,100,18,78,34,18,29,32,54,82,41,8,92,89,84,90,22,10,83,53,35,61,52,26,96,100"
49,2020-01-04,"8,40,28,17,64,54,87,21,82,51,42,34,42,9,49,98,85,60,23,56,1,75,10,85,37,42,46,81,2,16,68,9,45,51,12,80,100,98,27,71,17,53,36,85,88,66,100,21,57,11,99,23,99,93,96,10,34,38,6,40,61,55,70,54,81,14,86,33,4,8,17,80,32,87,80,25,21,81,6,40,74"
49,2020-01-05,"48,91"
49,2020-01-06,"95,56,7,6,48"
49,2020-01-07,"5,93,75,23,92,93,45,3,47,62,24,66,99,74,40,49,53,29,63,84,55,28,28,60,58,65,83,48,38,19,21,3,12,26,85,78,46,93,95,4,38,61,38,62,23,46,42,48,55,49,65,7,44,31,41,69,72,67,59,45,10,82,90,31,46,25,1,87,90,55"
49,2020-01-08,"17,12,43,89,13,19,65,99,18,27,30,73,62,76,50,19,63,63"
49,2020-01-09,"58,67,32,73,87,48,67,72,49,14,72,37,50,49,68,78,25,65,37,62,75,89,99,16,69,40,46"
49,2020-01-10,"2,21,81,15,94,70,6,26,31,73,97,20,66,20,29,14,99,80,68,55,25,31,93,65,93,1,98,5,31,44,86,53,52,65,53,55,2,39,41,24,80,72,87,41,41,32,32,76,77,9,54,23,35,64,46,22"
50,2020-01-01,"1,11,18,30,92,55,60,44,7,53,13,79,33,13,15,71,100,65,29,15,7,51,37,30,43"
50,2020-01-02,"89,29,52,12,68,85,27,36,92,36,70,78,56,85,75,29,92,8,34,25,62,94,30,78,96,73,3,91,28,75,85,65,11,21,60,87,38,9,15,95,1,29,95,76,25,40,60,61,87,82,7,4,44,32,65,5,15,69,23"
50,2020-01-03,"93,17,63,52,44,39,35,90,86,48,5,43,68,95,85,53,71,10,82,53,5,26,87,49,64,88,60,69,53,62,58,42,85,42,2,90,44,87,50,32,58,62,86,37,21,19,50,28,87"
50,2020-01-04,"78,20,80,80,89,26,32,93,96,60,81,48,73,31,39,6,14,28,98,38,35,20,57,27,81,58,37,28,67,94,63"
50,2020-01-05,"38,71,19,34,65,6,23,97,50,27,95,30,19,30,73,39,4,52,9,12,61,43,95,45,4,39,59,77,23,86,74,63,38,84,95,15,66,6,40,67,69,26,18,31,86,54,60,29,82,86"
50,2020-01-06,"20,82,69,93,34,93,25,29,76,69,46,10,37,31,62,82,97,69,77,28,8,17,53,41,17,5,91,55,63,18,43,14,37,83,36,3,91,27,25,14,5,12,64,89,94,69,14,92,27,48,60,54,12,93,95,77,23,95,62,6,67,24,9,53,32,13,30,7,19"
50,2020-01-07,"55,61,37,15,16,39,95,6,82,79,66,72,58,47,94,11,65,45,79,61,100,87,25,87,80,85,21,83,58,51,40,56,24,8,33,17,77,62,47,60,87,52,59,72,29,35,31,27,89,68,32,72,70,84,7,93,61,15,78,72,3,32,75,69,32,59,34,33,34,3,3,45,34,16,80,35,92,28"
50,2020-01-08,"83,22,7,54,16,72,7,11,14,13,67,63,62,90,28,65,12,46,57,18,83,57,63,68,28,35,13,34,27,11,8,10,1,88,18,34,84,39,88,7,60,88,56,48,53,9,92,8,77,94,3,80,46,55,40,28,69,75,78,32,99,96,13,21,69,14,42,96,46,98,17,22,94,92,46,39,70,5,78,28,14,12,37,83,43,22,47,23,65,85"
50,2020-01-09,"90,37,72,13,32,86,21,12,11,74,69,70,75,81,32,47,77,35,60,99,13,10,64"
50,2020-01-10,"26,99,98,54,56,54,91,97,57,42,73,20,18,54,10,65,57,10,5,24,18,90,82,22,21,30,100,2,60,35,86,40,83,8,14,61,45,70,63,19,1,75,79,7,18,42,37,77,57,63,27,80,52,96,33,14,91,100,36,59,78,25,25,34,81,57,99,57,58,45,90,56,77,2,22,6,41"
51,2020-01-01,"46,60,50,6,74,31,99,28,13,79,32,1,36,39"
51,2020-01-02,"53,50,86,57,57,97,85,37,83"
51,2020-01-03,"80,68,51,78,75,18,99,86,60,64,87,79,46,13,37,73,18,46,15,65,38,25,90,63"
51,2020-01-04,"95,5,26,45,70,61,49,80,86,5,47,80,32,95,28,83,41,46,48,66,57,3,74,6,58,30,26,80,29,26,80,62,6,96,26,52,13,19,45,89,5,60,26,100,69,79,74,20,16,91,2,31,65,72,57,98,56,38,37,36,75"
51,2020-01-05,
51,2020-01-06,"50,38,32,27,36,65,68,96,32"
51,2020-01-07,"76,68,89,19,55,33,58,96,72,62,31,29,91,46,48,79,9,16,33"
51,2020-01-08,"9,52,1,25,49,100,29,19,56,45,8,40,56,88,47,78,69,84,28,35,46,7,62,65,94,16,88,89,16"
51,2020-01-09,"50,57,74,55,88,16,37,48,90,8,38,43,41,43,27,17,64,87,85,2,74,8,29,83,64,23,17,6,28,54,32,82,52,66,99,44,49,58,63,80,35,96,23,91,36,82,60,6,68,4,52,3,30,69,30,28,49,87,25,61,88,79,38,56,22,70,76,65,3"
51,2020-01-10,"65,40,64,9,13,2,60,47,10,29,69,95,23,66,10,26,47,47,36,53,20,46,82,57,59,12,67,34,87,60,9,50,22,82,53,60,69,67,81,22,29,64,29,59,66,90,79,16,56,42,28,100"
52,2020-01-01,"34,64,36,74,97,79,18,73,85,2,50,43,7,42,36,91,1,86,95,77,82,84,23,57,38,33,50,86,43,54,73,65,19,21,98,81,52,93,61,46,61,32,41,66,99,96,26,59,21,72,3,47,63,69,51,68,82,42,97,87,99,11,99,96,19,16,55,55,13,98,96,47,21,19,26,72,42,11,75,21,72,13,3,4,80,12,86,83,72,91,56,65,30,14,95,54,31,7,75,4"
52,2020-01-02,"1,13,79,99,99,82,72,46,41,93,81,35,95,50,66,91,17,84,45,68,42,84,58,54,50,81,58,78,70,56,56,90,7,30,52,63,92,85,5,22,65,25,84,49,17,100,11,49,57,54,27,14,12,74,2,66"
52,2020-01-03,"96,30,78,39,30,96,80,34,89,47,71,45,53"
52,2020-01-04,"73,63,85,25,39,88,2,95,26,79,76,37,15,47,13,96,37,85,47,87,38,92,55,100,61,6,49,32,18,50,19,3,22,30,34,49,55,4,82,66,67,68"
52,2020-01-05,"21,62,65,99,29,97,49,78,74,17,49,47,15,5,86,32,58,64,35,46,93,62,54,48,53,12,4,41,57,38,66,99,2,53,80,7,80,91,25,84"
52,2020-01-06,"60,16,77,70,55,21,24,75,58,8,74,17,66,24,75,21,79,49,100,84,99,8,6,44,84,70,92,89,81,98,41,26,39,63,92,5,66,79,24"
52,2020-01-07,"45,8,28,92,42,2,2,56,40,55,41,42,66,97,42,40,59,56,93,81,75,32,63,34,13,77,6,19,35,62,64,69,62,40,20,73,31,88,63,83,70"
52,2020-01-08,"22,17,84,48,46,9,25,72,70,89,38,38,54,29,94,81,100,17,12,47,62"
52,2020-01-09,"76,58,23,65,47,65,30,82,77,58,16,45,48,74,31,15,98,92,42,32,36,15,50,45,16,81,60,66"
52,2020-01-10,"69,15,24,85,44,56,58,97,99,83,68,52,82,2,28,8,78,30,50,65,74,7,57,19,17,91,53,21,65,83,91,73,80,43,64,62,25,74,25,15,67,17,7,28,19,56,29,85,3,1,81,56,85,31,2,69,28,90,66,57,45,49,18,11,44,70,3,77,92,88,22,25,19,60,85,65,42,65,36,77,6,96,67,35,100,73"
